@RELATION pokemon

@ATTRIBUTE	type	{grass,fire,water,bug,flying,normal,poison,electric,ground}
@ATTRIBUTE	height	REAL
@ATTRIBUTE	weight	REAL
@ATTRIBUTE	name	{Bulbasaur,Ivysaur,Venusaur,Charmander,Charmeleon,Charizard,Squirtle,Wartortle,Blastoise,Caterpie,Metapod,Butterfree,Weedle,Kakuna,Beedrill,Pidgey,Pidgeotto,Pidgeot,Rattata,Raticate,Spearow,Fearow,Ekans,Arbok,Pikachu,Raichu,Sandshrew,Sandslash,NidoranF,Nidorina,Nidoqueen,NidoranM,Nidorino,Nidoking}

@DATA
poison,0.54,8.49,NidoranM
poison,0.59,9.28,NidoranM
poison,0.42,8.93,NidoranM
poison,0.48,9.59,NidoranM
poison,0.51,8.58,NidoranM
poison,0.51,10.33,NidoranM
poison,0.48,7.54,NidoranM
poison,1.02,20.6,Nidorino
poison,0.95,20.59,Nidorino
poison,0.67,17.48,Nidorino
poison,0.74,21.81,Nidorino
poison,1.04,19.93,Nidorino
poison,0.9,18.62,Nidorino
poison,0.83,19.89,Nidorino
poison,1.02,19.48,Nidorino
poison,0.98,20.02,Nidorino
poison,1.17,17.47,Nidorino
poison,0.98,20.08,Nidorino
poison,0.88,22.02,Nidorino
poison,0.97,17.38,Nidorino
poison,0.86,24.55,Nidorino
poison,0.96,18.36,Nidorino
poison,0.89,18.23,Nidorino
poison,0.97,20.27,Nidorino
poison,1.02,16.94,Nidorino
poison,0.88,22.84,Nidorino
poison,0.73,15.76,Nidorino
poison,0.85,19.96,Nidorino
poison,1.0,15.86,Nidorino
poison,0.91,20.52,Nidorino
poison,0.92,18.86,Nidorino
poison,0.92,18.82,Nidorino
poison,1.3,63.86,Nidoking
poison,1.39,54.56,Nidoking
poison,1.53,59.99,Nidoking
poison,1.23,66.27,Nidoking
poison,1.43,67.33,Nidoking
poison,1.31,58.0,Nidoking
poison,1.51,61.87,Nidoking
poison,1.39,62.26,Nidoking
poison,1.41,72.15,Nidoking
poison,1.5,66.76,Nidoking
poison,1.4,61.99,Nidoking
poison,1.3,62.36,Nidoking
poison,1.34,49.22,Nidoking
poison,1.6,55.73,Nidoking
poison,1.57,58.75,Nidoking
poison,1.47,53.72,Nidoking
poison,1.29,64.61,Nidoking
poison,1.47,62.83,Nidoking
poison,1.3,58.06,Nidoking
poison,1.45,68.02,Nidoking
poison,1.34,71.46,Nidoking
poison,1.35,64.62,Nidoking
poison,1.53,64.26,Nidoking
poison,1.43,51.65,Nidoking
poison,1.48,58.43,Nidoking
